tensor([[0.0131]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6904]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1522, grad_fn=<DivBackward0>)
tensor([[0.6932]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1520, grad_fn=<DivBackward0>)
tensor([[0.6958]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1520, grad_fn=<DivBackward0>)
tensor([[0.6994]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1519, grad_fn=<DivBackward0>)
tensor([[0.7044]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1517, grad_fn=<DivBackward0>)
tensor([[0.7097]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1516, grad_fn=<DivBackward0>)
tensor([[0.7160]], grad_fn=<AddmmBackward0>) tensor([[0.5556]])
Average loss: tensor(0.1515, grad_fn=<DivBackward0>)
tensor([[0.7209]], grad_fn=<AddmmBackward0>) tensor([[0.1111]])
Average loss: tensor(0.1518, grad_fn=<DivBackward0>)
tensor([[0.7221]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1517, grad_fn=<DivBackward0>)
tensor([[0.7247]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1516, grad_fn=<DivBackward0>)
tensor([[0.7284]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1521, grad_fn=<DivBackward0>)
tensor([[0.7280]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1526, grad_fn=<DivBackward0>)
tensor([[0.7238]], grad_fn=<AddmmBackward0>) tensor([[0.1000]])
Average loss: tensor(0.1529, grad_fn=<DivBackward0>)
tensor([[0.7170]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1527, grad_fn=<DivBackward0>)
tensor([[0.7121]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1526, grad_fn=<DivBackward0>)
tensor([[0.7090]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1524, grad_fn=<DivBackward0>)
tensor([[0.7065]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1523, grad_fn=<DivBackward0>)
tensor([[0.7057]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1522, grad_fn=<DivBackward0>)
tensor([[0.7061]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1522, grad_fn=<DivBackward0>)
tensor([[0.7080]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1521, grad_fn=<DivBackward0>)
tensor([[0.7109]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1519, grad_fn=<DivBackward0>)
tensor([[0.7142]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1524, grad_fn=<DivBackward0>)
tensor([[0.7141]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1522, grad_fn=<DivBackward0>)
tensor([[0.7147]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1521, grad_fn=<DivBackward0>)
tensor([[0.7166]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1526, grad_fn=<DivBackward0>)
tensor([[0.7152]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1528, grad_fn=<DivBackward0>)
tensor([[0.7114]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1533, grad_fn=<DivBackward0>)
tensor([[0.7050]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1531, grad_fn=<DivBackward0>)
tensor([[0.7001]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1530, grad_fn=<DivBackward0>)
tensor([[0.6970]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1530, grad_fn=<DivBackward0>)
tensor([[0.6955]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1528, grad_fn=<DivBackward0>)
tensor([[0.6942]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1527, grad_fn=<DivBackward0>)
tensor([[0.6943]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1526, grad_fn=<DivBackward0>)
tensor([[0.6958]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1524, grad_fn=<DivBackward0>)
tensor([[0.6971]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1529, grad_fn=<DivBackward0>)
tensor([[0.6953]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1533, grad_fn=<DivBackward0>)
tensor([[0.6909]], grad_fn=<AddmmBackward0>) tensor([[0.1111]])
Average loss: tensor(0.1535, grad_fn=<DivBackward0>)
tensor([[0.6844]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1539, grad_fn=<DivBackward0>)
tensor([[0.6755]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1538, grad_fn=<DivBackward0>)
tensor([[0.6690]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1537, grad_fn=<DivBackward0>)
tensor([[0.6640]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1537, grad_fn=<DivBackward0>)
tensor([[0.6611]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1536, grad_fn=<DivBackward0>)
tensor([[0.6599]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1536, grad_fn=<DivBackward0>)
tensor([[0.6602]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1535, grad_fn=<DivBackward0>)
tensor([[0.6620]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1533, grad_fn=<DivBackward0>)
tensor([[0.6638]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1533, grad_fn=<DivBackward0>)
tensor([[0.6667]], grad_fn=<AddmmBackward0>) tensor([[0.3750]])
Average loss: tensor(0.1532, grad_fn=<DivBackward0>)
tensor([[0.6683]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(0.1530, grad_fn=<DivBackward0>)
tensor([[0.6703]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1530, grad_fn=<DivBackward0>)
tensor([[0.6734]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1529, grad_fn=<DivBackward0>)
tensor([[0.6775]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1528, grad_fn=<DivBackward0>)
tensor([[0.6828]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1528, grad_fn=<DivBackward0>)
tensor([[0.6889]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1527, grad_fn=<DivBackward0>)
tensor([[0.6956]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1526, grad_fn=<DivBackward0>)
tensor([[0.7030]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1525, grad_fn=<DivBackward0>)
tensor([[0.7105]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1524, grad_fn=<DivBackward0>)
tensor([[0.7184]], grad_fn=<AddmmBackward0>) tensor([[0.6667]])
Average loss: tensor(0.1522, grad_fn=<DivBackward0>)
tensor([[0.7254]], grad_fn=<AddmmBackward0>) tensor([[0.4444]])
Average loss: tensor(0.1521, grad_fn=<DivBackward0>)
tensor([[0.7305]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1519, grad_fn=<DivBackward0>)
tensor([[0.7352]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1518, grad_fn=<DivBackward0>)
tensor([[0.7401]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1517, grad_fn=<DivBackward0>)
tensor([[0.7456]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1515, grad_fn=<DivBackward0>)
tensor([[0.7507]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1514, grad_fn=<DivBackward0>)
tensor([[0.7564]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1512, grad_fn=<DivBackward0>)
tensor([[0.7613]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1511, grad_fn=<DivBackward0>)
tensor([[0.7670]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1510, grad_fn=<DivBackward0>)
tensor([[0.7731]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1508, grad_fn=<DivBackward0>)
tensor([[0.7795]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1507, grad_fn=<DivBackward0>)
tensor([[0.7862]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1505, grad_fn=<DivBackward0>)
tensor([[0.7919]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1504, grad_fn=<DivBackward0>)
tensor([[0.7980]], grad_fn=<AddmmBackward0>) tensor([[0.4444]])
Average loss: tensor(0.1504, grad_fn=<DivBackward0>)
tensor([[0.8019]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1502, grad_fn=<DivBackward0>)
tensor([[0.8064]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1501, grad_fn=<DivBackward0>)
tensor([[0.8107]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1499, grad_fn=<DivBackward0>)
tensor([[0.8154]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1498, grad_fn=<DivBackward0>)
tensor([[0.8204]], grad_fn=<AddmmBackward0>) tensor([[0.3000]])
Average loss: tensor(0.1499, grad_fn=<DivBackward0>)
tensor([[0.8227]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1498, grad_fn=<DivBackward0>)
tensor([[0.8255]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1504, grad_fn=<DivBackward0>)
tensor([[0.8243]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1503, grad_fn=<DivBackward0>)
tensor([[0.8241]], grad_fn=<AddmmBackward0>) tensor([[0.6000]])
Average loss: tensor(0.1502, grad_fn=<DivBackward0>)
tensor([[0.8228]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1501, grad_fn=<DivBackward0>)
tensor([[0.8203]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1499, grad_fn=<DivBackward0>)
tensor([[0.8185]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1503, grad_fn=<DivBackward0>)
tensor([[0.8139]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1501, grad_fn=<DivBackward0>)
tensor([[0.8102]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1507, grad_fn=<DivBackward0>)
tensor([[0.8033]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1513, grad_fn=<DivBackward0>)
tensor([[0.7937]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1512, grad_fn=<DivBackward0>)
tensor([[0.7859]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1518, grad_fn=<DivBackward0>)
tensor([[0.7756]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(0.1516, grad_fn=<DivBackward0>)
tensor([[0.7664]], grad_fn=<AddmmBackward0>) tensor([[0.5556]])
Average loss: tensor(0.1515, grad_fn=<DivBackward0>)
tensor([[0.7572]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1513, grad_fn=<DivBackward0>)
tensor([[0.7496]], grad_fn=<AddmmBackward0>) tensor([[0.1000]])
Average loss: tensor(0.1516, grad_fn=<DivBackward0>)
tensor([[0.7399]], grad_fn=<AddmmBackward0>) tensor([[0.2000]])
Average loss: tensor(0.1518, grad_fn=<DivBackward0>)
tensor([[0.7288]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1516, grad_fn=<DivBackward0>)
tensor([[0.7196]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1515, grad_fn=<DivBackward0>)
tensor([[0.7125]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1515, grad_fn=<DivBackward0>)
tensor([[0.7072]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
Average loss: tensor(0.1514, grad_fn=<DivBackward0>)
tensor([[0.7012]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1513, grad_fn=<DivBackward0>)
tensor([[0.6973]], grad_fn=<AddmmBackward0>) tensor([[0.1000]])
Average loss: tensor(0.1515, grad_fn=<DivBackward0>)
tensor([[0.6912]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
Average loss: tensor(0.1514, grad_fn=<DivBackward0>)
tensor([[0.6845]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1518, grad_fn=<DivBackward0>)
tensor([[0.6756]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1518, grad_fn=<DivBackward0>)
tensor([[0.6690]], grad_fn=<AddmmBackward0>) tensor([[0.7000]])
Average loss: tensor(0.1516, grad_fn=<DivBackward0>)
tensor([[0.6631]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1515, grad_fn=<DivBackward0>)
tensor([[0.6593]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(0.1515, grad_fn=<DivBackward0>)
tensor([[0.6542]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1515, grad_fn=<DivBackward0>)
tensor([[0.6511]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1515, grad_fn=<DivBackward0>)
tensor([[0.6499]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1514, grad_fn=<DivBackward0>)
tensor([[0.6503]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1513, grad_fn=<DivBackward0>)
tensor([[0.6517]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1513, grad_fn=<DivBackward0>)
tensor([[0.6545]], grad_fn=<AddmmBackward0>) tensor([[0.6667]])
Average loss: tensor(0.1511, grad_fn=<DivBackward0>)
tensor([[0.6571]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1514, grad_fn=<DivBackward0>)
tensor([[0.6565]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(0.1513, grad_fn=<DivBackward0>)
tensor([[0.6567]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1512, grad_fn=<DivBackward0>)
tensor([[0.6583]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1512, grad_fn=<DivBackward0>)
tensor([[0.6612]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1512, grad_fn=<DivBackward0>)
tensor([[0.6653]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1511, grad_fn=<DivBackward0>)
tensor([[0.6705]], grad_fn=<AddmmBackward0>) tensor([[0.1000]])
Average loss: tensor(0.1513, grad_fn=<DivBackward0>)
tensor([[0.6726]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1513, grad_fn=<DivBackward0>)
tensor([[0.6760]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1516, grad_fn=<DivBackward0>)
tensor([[0.6761]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1515, grad_fn=<DivBackward0>)
tensor([[0.6771]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1514, grad_fn=<DivBackward0>)
tensor([[0.6795]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1514, grad_fn=<DivBackward0>)
tensor([[0.6830]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1512, grad_fn=<DivBackward0>)
tensor([[0.6865]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1511, grad_fn=<DivBackward0>)
tensor([[0.6900]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1514, grad_fn=<DivBackward0>)
tensor([[0.6901]], grad_fn=<AddmmBackward0>) tensor([[0.4000]])
Average loss: tensor(0.1514, grad_fn=<DivBackward0>)
tensor([[0.6890]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1512, grad_fn=<DivBackward0>)
tensor([[0.6887]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1511, grad_fn=<DivBackward0>)
tensor([[0.6898]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1511, grad_fn=<DivBackward0>)
tensor([[0.6921]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1510, grad_fn=<DivBackward0>)
tensor([[0.6956]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1514, grad_fn=<DivBackward0>)
tensor([[0.6956]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1513, grad_fn=<DivBackward0>)
tensor([[0.6965]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1512, grad_fn=<DivBackward0>)
tensor([[0.6986]], grad_fn=<AddmmBackward0>) tensor([[0.6000]])
Average loss: tensor(0.1510, grad_fn=<DivBackward0>)
tensor([[0.7000]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1510, grad_fn=<DivBackward0>)
tensor([[0.7026]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1509, grad_fn=<DivBackward0>)
tensor([[0.7064]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1508, grad_fn=<DivBackward0>)
tensor([[0.7110]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1508, grad_fn=<DivBackward0>)
tensor([[0.7165]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1507, grad_fn=<DivBackward0>)
tensor([[0.7229]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1506, grad_fn=<DivBackward0>)
tensor([[0.7299]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1505, grad_fn=<DivBackward0>)
tensor([[0.7376]], grad_fn=<AddmmBackward0>) tensor([[0.7000]])
Average loss: tensor(0.1503, grad_fn=<DivBackward0>)
tensor([[0.7443]], grad_fn=<AddmmBackward0>) tensor([[0.6250]])
Average loss: tensor(0.1502, grad_fn=<DivBackward0>)
tensor([[0.7498]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1501, grad_fn=<DivBackward0>)
tensor([[0.7536]], grad_fn=<AddmmBackward0>) tensor([[0.4000]])
Average loss: tensor(0.1501, grad_fn=<DivBackward0>)
tensor([[0.7551]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1500, grad_fn=<DivBackward0>)
tensor([[0.7552]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1498, grad_fn=<DivBackward0>)
tensor([[0.7558]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1497, grad_fn=<DivBackward0>)
tensor([[0.7569]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1496, grad_fn=<DivBackward0>)
tensor([[0.7593]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1494, grad_fn=<DivBackward0>)
tensor([[0.7613]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1493, grad_fn=<DivBackward0>)
tensor([[0.7644]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1492, grad_fn=<DivBackward0>)
tensor([[0.7684]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1491, grad_fn=<DivBackward0>)
tensor([[0.7732]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1496, grad_fn=<DivBackward0>)
tensor([[0.7734]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1494, grad_fn=<DivBackward0>)
tensor([[0.7740]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1499, grad_fn=<DivBackward0>)
tensor([[0.7707]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1504, grad_fn=<DivBackward0>)
tensor([[0.7640]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1509, grad_fn=<DivBackward0>)
tensor([[0.7545]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1508, grad_fn=<DivBackward0>)
tensor([[0.7471]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1507, grad_fn=<DivBackward0>)
tensor([[0.7420]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1506, grad_fn=<DivBackward0>)
tensor([[0.7386]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1504, grad_fn=<DivBackward0>)
tensor([[0.7357]], grad_fn=<AddmmBackward0>) tensor([[0.2000]])
Average loss: tensor(0.1506, grad_fn=<DivBackward0>)
tensor([[0.7309]], grad_fn=<AddmmBackward0>) tensor([[0.6667]])
Average loss: tensor(0.1504, grad_fn=<DivBackward0>)
tensor([[0.7264]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
Average loss: tensor(0.1503, grad_fn=<DivBackward0>)
tensor([[0.7217]], grad_fn=<AddmmBackward0>) tensor([[0.6250]])
Average loss: tensor(0.1501, grad_fn=<DivBackward0>)
tensor([[0.7171]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
Average loss: tensor(0.1500, grad_fn=<DivBackward0>)
tensor([[0.7123]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1499, grad_fn=<DivBackward0>)
tensor([[0.7092]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1498, grad_fn=<DivBackward0>)
tensor([[0.7076]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1502, grad_fn=<DivBackward0>)
tensor([[0.7034]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1506, grad_fn=<DivBackward0>)
tensor([[0.6964]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1510, grad_fn=<DivBackward0>)
tensor([[0.6871]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1508, grad_fn=<DivBackward0>)
tensor([[0.6796]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1508, grad_fn=<DivBackward0>)
tensor([[0.6744]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1507, grad_fn=<DivBackward0>)
tensor([[0.6709]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1507, grad_fn=<DivBackward0>)
tensor([[0.6693]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1506, grad_fn=<DivBackward0>)
tensor([[0.6692]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1506, grad_fn=<DivBackward0>)
tensor([[0.6705]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1509, grad_fn=<DivBackward0>)
tensor([[0.6688]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1512, grad_fn=<DivBackward0>)
tensor([[0.6645]], grad_fn=<AddmmBackward0>) tensor([[0.3750]])
Average loss: tensor(0.1512, grad_fn=<DivBackward0>)
tensor([[0.6593]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1511, grad_fn=<DivBackward0>)
tensor([[0.6561]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1514, grad_fn=<DivBackward0>)
tensor([[0.6504]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
Average loss: tensor(0.1513, grad_fn=<DivBackward0>)
tensor([[0.6442]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1516, grad_fn=<DivBackward0>)
tensor([[0.6360]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1515, grad_fn=<DivBackward0>)
tensor([[0.6297]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1515, grad_fn=<DivBackward0>)
tensor([[0.6254]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1515, grad_fn=<DivBackward0>)
tensor([[0.6233]], grad_fn=<AddmmBackward0>) tensor([[0.1250]])
Average loss: tensor(0.1516, grad_fn=<DivBackward0>)
