scene,listener,system,HASPI
S08540,L0215,E003,"[0.13317351078633557, 0.2741242792094947]"
S08546,L0212,E003,"[0.808039275258214, 0.6072517464945271]"
S08546,L0221,E003,"[0.7471562651353414, 0.6080719156970762]"
S08554,L0201,E003,"[0.15188491119640424, 0.6541235108815605]"
S08558,L0242,E003,"[0.8040720102038391, 0.819432319115517]"
S08561,L0219,E003,"[0.5946800901734306, 0.9978262335206117]"
S08566,L0206,E003,"[0.914890596936802, 0.8920117435614114]"
S08574,L0215,E003,"[0.2678578267397877, 0.41137854894781933]"
S08576,L0217,E003,"[0.9337660862714539, 0.05273994913494521]"
S08578,L0200,E003,"[0.7098208411280447, 0.6013103788559468]"
S08578,L0240,E003,"[0.8971014274062661, 0.9925424416433061]"
S08579,L0216,E003,"[0.7519389943440725, 0.780714906961048]"
S08582,L0229,E003,"[0.9815228140272824, 0.9353272441020315]"
S08590,L0240,E003,"[0.9739873646372187, 0.8913762531281596]"
S08600,L0242,E003,"[0.6803258056464782, 0.8046017208192832]"
S08606,L0200,E003,"[0.9662034363666712, 0.9976450863367271]"
S08613,L0218,E003,"[0.8996743207181339, 0.7832279590731501]"
S08613,L0221,E003,"[0.9508930859507518, 0.743689328934616]"
S08614,L0206,E003,"[0.8644716901611843, 0.6111309904573204]"
S08616,L0219,E003,"[0.5838620565974697, 0.5112524031256863]"
S08616,L0225,E003,"[0.9410486419774086, 0.49598295107600776]"
S08625,L0218,E003,"[0.9978551469010372, 0.9679323205434831]"
S08627,L0216,E003,"[0.6486199713567847, 0.6353214059115985]"
S08628,L0239,E003,"[0.8784097944084852, 0.7797054479657172]"
S08636,L0239,E003,"[0.9356906127707488, 0.42054483405133575]"
S08637,L0231,E003,"[0.6476454713441808, 0.9946840983920916]"
S08644,L0216,E003,"[0.6700731571415728, 0.6894443286167155]"
S08651,L0227,E003,"[0.549741515940914, 0.9857247779841759]"
S08652,L0216,E003,"[0.9591925360378838, 0.9173241006974805]"
S08653,L0224,E003,"[0.9116811730732378, 0.7839119402505683]"
S08658,L0219,E003,"[0.5197446212422423, 0.8909530261693923]"
S08658,L0225,E003,"[0.6255475086849845, 0.9167270842839801]"
S08660,L0224,E003,"[0.8652242065693619, 0.9548307872620757]"
S08682,L0243,E003,"[0.6127282879608349, 0.9758232737454385]"
S08683,L0200,E003,"[0.9783648300471646, 0.7327826438357865]"
S08686,L0219,E003,"[0.600276001992195, 0.9267539369519054]"
S08689,L0219,E003,"[0.8075517893269092, 0.9347956963885323]"
S08690,L0217,E003,"[0.9714953780622883, 0.3822777444113302]"
S08702,L0227,E003,"[0.2080500632898832, 0.9849737537800659]"
S08703,L0217,E003,"[0.577841909362866, 0.027446566213868318]"
S08707,L0229,E003,"[0.7896644638372383, 0.7074996621088019]"
S08710,L0239,E003,"[0.4018127648127979, 0.3390916067998048]"
S08713,L0212,E003,"[0.8104778277705087, 0.7671481658011975]"
S08713,L0221,E003,"[0.9628171005527423, 0.8715901006823399]"
S08722,L0212,E003,"[0.8813482329927566, 0.8829394456981927]"
S08722,L0221,E003,"[0.9996641377265688, 0.9980179314396912]"
S08725,L0236,E003,"[0.9795592888331313, 0.990956645588301]"
S08727,L0200,E003,"[0.7043513268336701, 0.620411481447737]"
S08727,L0240,E003,"[0.9938055244545019, 0.9995592073265338]"
S08735,L0212,E003,"[0.6010932563676226, 0.6075303427781106]"
S08735,L0221,E003,"[0.5749911777926261, 0.6359159579091388]"
S08739,L0209,E003,"[0.22736014229979773, 0.808892030876495]"
S08742,L0217,E003,"[0.9794608780594053, 0.6531911401328305]"
S08743,L0231,E003,"[0.995848338602047, 0.946947495356745]"
S08745,L0201,E003,"[0.4694586696846948, 0.5657254109320567]"
S08750,L0231,E003,"[0.8964801929337526, 0.9563870144380094]"
S08751,L0217,E003,"[0.9429656089216432, 0.20601618830140506]"
S08752,L0222,E003,"[0.9763104590863387, 0.9947398834257835]"
S08753,L0216,E003,"[0.7380126912483249, 0.3718255734245251]"
S08766,L0227,E003,"[0.5891643701534648, 0.9131053293693222]"
S08767,L0215,E003,"[0.49909757199945226, 0.7074711533774821]"
S08778,L0201,E003,"[0.9155512730637237, 0.677408670404661]"
S08779,L0201,E003,"[0.3830978827166231, 0.7887775826428381]"
S08780,L0215,E003,"[0.8458985077151472, 0.9606840825293367]"
S08781,L0227,E003,"[0.15292857100345272, 0.840681465596806]"
S08782,L0239,E003,"[0.8498452435124305, 0.18055479581103026]"
S08785,L0200,E003,"[0.9957717807984784, 0.9325441922721501]"
S08785,L0240,E003,"[0.9929033584288218, 0.9854046782393378]"
S08793,L0243,E003,"[0.6558560247581512, 0.83696247628127]"
S08798,L0217,E003,"[0.671506770548298, 0.02622081886246338]"
S08800,L0239,E003,"[0.8064726634386893, 0.9126564295824714]"
S08807,L0240,E003,"[0.9734521635410373, 0.9779887908542144]"
S08809,L0200,E003,"[0.8947836964272503, 0.5806474890010808]"
S08809,L0240,E003,"[0.8843250520376044, 0.9429232684335144]"
S08816,L0227,E003,"[0.7914091711334729, 0.9220422216063091]"
S08817,L0239,E003,"[0.8204176069060097, 0.3723947908907798]"
S08818,L0217,E003,"[0.9674927527710904, 0.09837941793869207]"
S08820,L0201,E003,"[0.5411777203668878, 0.8088201514027643]"
S08836,L0236,E003,"[0.8850910117421084, 0.9559779879602476]"
S08837,L0239,E003,"[0.8232325264322581, 0.11419130997845232]"
S08843,L0229,E003,"[0.9989821833230014, 0.9982505867363858]"
S08844,L0216,E003,"[0.7742259169668075, 0.8594076844065359]"
S08853,L0216,E003,"[0.9007941194536576, 0.9641517831824661]"
S08854,L0240,E003,"[0.9652000511100401, 0.979788490221156]"
S08862,L0236,E003,"[0.9777083636024573, 0.9217714613942627]"
S08867,L0218,E003,"[0.9979148284176692, 0.9962830200727044]"
S08867,L0221,E003,"[0.9915985575791628, 0.9889025608500637]"
S08869,L0215,E003,"[0.9949535219869134, 0.9990774667798464]"
S08875,L0219,E003,"[0.6587873085321437, 0.918757247118941]"
S08883,L0218,E003,"[0.8440211061684255, 0.937584429526125]"
S08883,L0221,E003,"[0.5878915241162687, 0.6916884204786602]"
S08887,L0201,E003,"[0.008216988780772455, 0.27227871436777235]"
S08891,L0218,E003,"[0.9788638476686263, 0.9902259632296788]"
S08891,L0221,E003,"[0.9508100903401, 0.9863684753712961]"
S08895,L0209,E003,"[0.3696717860784064, 0.9706267018656453]"
S08897,L0206,E003,"[0.8835142845385308, 0.4298477925732335]"
S08897,L0212,E003,"[0.7620871141373411, 0.8156585595570081]"
S08899,L0206,E003,"[0.9948652596060823, 0.7388033849498353]"
S08899,L0212,E003,"[0.9819797444931236, 0.9459118758230212]"
S08901,L0200,E003,"[0.9968500234798795, 0.9937453149687363]"
S08903,L0231,E003,"[0.8650471975665486, 0.9429496116472609]"
S08911,L0239,E003,"[0.8167131290201177, 0.933571000921735]"
S08916,L0209,E003,"[0.8096045694002375, 0.8633119085823934]"
S08922,L0209,E003,"[0.5411086849785517, 0.9143931191738061]"
S08923,L0209,E003,"[0.29344546585819664, 0.55795788082582]"
S08928,L0243,E003,"[0.9722004214268278, 0.9711180861033408]"
S08929,L0239,E003,"[0.7996916604318283, 0.6765758399959072]"
S08931,L0236,E003,"[0.9241981530098975, 0.8790301123922482]"
S08939,L0225,E003,"[0.9994560773216769, 0.9581911005235403]"
S08939,L0231,E003,"[0.9722484455581034, 0.9859667780539686]"
S08943,L0227,E003,"[0.5686414540497268, 0.9719772142456264]"
S08949,L0224,E003,"[0.5491545658546237, 0.7248665300867659]"
S08950,L0224,E003,"[0.5844558508691732, 0.8942126123978262]"
S08952,L0227,E003,"[0.6722708776115575, 0.8876067689846987]"
S08956,L0236,E003,"[0.8811458562595834, 0.8805631719348389]"
S08959,L0201,E003,"[0.2814514735156348, 0.7224652947700788]"
S08961,L0222,E003,"[0.7667238521939969, 0.9541524050848996]"
S08965,L0216,E003,"[0.8788114857470641, 0.7891465612296232]"
S08969,L0229,E003,"[0.8759328944407819, 0.7726683372514819]"
S08969,L0242,E003,"[0.7998269097020435, 0.5701368302903302]"
S08971,L0240,E003,"[0.9174086609606724, 0.901148370380395]"
S08976,L0215,E003,"[0.6841932126147436, 0.3286224654417463]"
S08977,L0239,E003,"[0.7161245815587699, 0.4771636376343786]"
S08979,L0215,E003,"[0.7767816240955474, 0.8722784618651461]"
S08980,L0236,E003,"[0.8388984489073158, 0.8627351522306591]"
S08983,L0242,E003,"[0.710438630848556, 0.814311182377685]"
S08987,L0215,E003,"[0.9903021545715669, 0.975044616935897]"
S08998,L0200,E003,"[0.42084932300799965, 0.3411068364234496]"
S09000,L0212,E003,"[0.7566780591053713, 0.9894175279291831]"
S09000,L0221,E003,"[0.9894342012145008, 0.9989576164727751]"
S09011,L0222,E003,"[0.8387325880901902, 0.8193744381795156]"
S09018,L0229,E003,"[0.9978890302072678, 0.994435131337273]"
S09029,L0222,E003,"[0.9303599760698166, 0.9757056221939275]"
S09030,L0239,E003,"[0.7843248984272612, 0.9675533043750485]"
S09040,L0224,E003,"[0.8143340897099506, 0.7507342942226229]"
S09047,L0200,E003,"[0.9910888328586069, 0.7792094317997281]"
S09049,L0231,E003,"[0.9853292322404337, 0.9739584514041464]"
S09061,L0239,E003,"[0.5308578967402866, 0.37894384382380925]"
S09065,L0225,E003,"[0.9039661232341413, 0.8902969479248855]"
S09065,L0231,E003,"[0.8582743791192864, 0.9102104697074165]"
S09069,L0236,E003,"[0.6348183762588131, 0.9657210081502992]"
S09071,L0227,E003,"[0.7315604531889504, 0.8911849110593184]"
S09078,L0240,E003,"[0.9979283531363464, 0.9853371429995368]"
S09080,L0224,E003,"[0.7210850918190281, 0.8287345840843392]"
S09082,L0206,E003,"[0.639002214804801, 0.19165806482980663]"
S09082,L0212,E003,"[0.27110029685415293, 0.9107134747985817]"
S09086,L0231,E003,"[0.6535389230125511, 0.9199423125448167]"
S09088,L0215,E003,"[0.06166521590629098, 0.04109980972392373]"
S09094,L0219,E003,"[0.7047889589166187, 0.8819330085065736]"
S09101,L0236,E003,"[0.7466836159486454, 0.9124066356132532]"
S09107,L0219,E003,"[0.928912275731803, 0.9832321443260275]"
S09107,L0225,E003,"[0.9907854540997458, 0.9926602408077413]"
S09111,L0217,E003,"[0.8993649016813743, 0.06532101842389426]"
S09125,L0243,E003,"[0.9853154367694541, 0.9949402972779924]"
S09136,L0200,E003,"[0.6178614011814588, 0.4918175311009579]"
S09136,L0240,E003,"[0.7762757970855488, 0.9343087368578377]"
S09140,L0215,E003,"[0.9773426320207943, 0.9729484094147556]"
S09142,L0239,E003,"[0.3283547246247344, 0.3864335795883726]"
S09144,L0200,E003,"[0.970208704287136, 0.8987766281673358]"
S09144,L0240,E003,"[0.9991905185361725, 0.9997524299798085]"
S09152,L0240,E003,"[0.9166448284726068, 0.9433484790439608]"
S09154,L0200,E003,"[0.48918493743781416, 0.6093315789367858]"
S09154,L0240,E003,"[0.7337758294870964, 0.9619259187995071]"
S09155,L0215,E003,"[0.512327340748165, 0.5197639930479858]"
S09156,L0209,E003,"[0.9776487254490304, 0.8507300162099224]"
S09158,L0206,E003,"[0.6761427191211988, 0.5977096616954279]"
S09164,L0219,E003,"[0.5536990288648906, 0.8512112771359901]"
S09181,L0216,E003,"[0.6752933425765949, 0.5749727348627593]"
S09188,L0229,E003,"[0.9957454353680347, 0.6527853163383057]"
S09196,L0227,E003,"[0.7030909670028613, 0.9014679500999986]"
S09199,L0219,E003,"[0.8460612440332368, 0.8561603168429778]"
S09199,L0225,E003,"[0.9584468859714155, 0.9070471861684951]"
S09205,L0206,E003,"[0.8765795014340326, 0.8435058739015117]"
S09205,L0212,E003,"[0.9485263726920871, 0.9096455605580905]"
S09208,L0219,E003,"[0.6521884256290373, 0.9830881799591938]"
S09208,L0225,E003,"[0.9908090887108036, 0.9864605736697987]"
S09214,L0218,E003,"[0.8567982053238733, 0.9973552252224668]"
S09227,L0229,E003,"[0.9550266419362253, 0.8337512427477353]"
S09227,L0242,E003,"[0.7507729011655895, 0.42297567574747114]"
S09228,L0216,E003,"[0.389517669623246, 0.30243903448842985]"
S09231,L0242,E003,"[0.8289179246334397, 0.8779959432075444]"
S09245,L0215,E003,"[0.4359425148395383, 0.6338760399197733]"
S09246,L0200,E003,"[0.23179175319148212, 0.847914404824678]"
S09248,L0227,E003,"[0.6058695689639859, 0.6571550197572408]"
S09250,L0201,E003,"[0.7138756017535417, 0.7143538593987491]"
S09255,L0243,E003,"[0.8495441576050489, 0.9247119501939127]"
S09259,L0222,E003,"[0.623766882778026, 0.40661062737617676]"
S09262,L0212,E003,"[0.30615752242525796, 0.44396083471996634]"
S09262,L0221,E003,"[0.27291229604586076, 0.5854363887722386]"
S09264,L0206,E003,"[0.9363702089522732, 0.1997691655124021]"
S09264,L0212,E003,"[0.9774355130664771, 0.47711072078179684]"
S09265,L0239,E003,"[0.7901742063005488, 0.8790979814692763]"
S09270,L0201,E003,"[0.3676933993479496, 0.5369753371073475]"
S09271,L0215,E003,"[0.9700358151950493, 0.9919350803486543]"
S09274,L0206,E003,"[0.6295168302510996, 0.5889787214547366]"
S09274,L0212,E003,"[0.7671024820868817, 0.6663113048714605]"
S09276,L0218,E003,"[0.88285449838422, 0.9213398288627506]"
S09277,L0239,E003,"[0.9814040324411145, 0.6272107452656104]"
S09280,L0239,E003,"[0.6226849492291848, 0.41299977287946044]"
S09281,L0217,E003,"[0.8284036363092602, 0.5082175615461766]"
S09282,L0222,E003,"[0.8021252860515016, 0.6555527790031105]"
S09288,L0224,E003,"[0.8854455645757715, 0.9429472122262874]"
S09297,L0217,E003,"[0.9287306857331912, 0.5768817385902859]"
S09298,L0215,E003,"[0.8777582102204372, 0.7819728803896004]"
S09306,L0212,E003,"[0.9557413029490094, 0.9835273535208793]"
S09306,L0221,E003,"[0.9953496527975595, 0.9854622397007019]"
S09308,L0239,E003,"[0.893168582012869, 0.657092257575412]"
S09314,L0224,E003,"[0.8303889603182558, 0.8475873226461023]"
S09315,L0218,E003,"[0.9005663294537568, 0.9483061143840862]"
S09315,L0221,E003,"[0.804485881014038, 0.7612745362344643]"
S09325,L0229,E003,"[0.9852349710102081, 0.9132341343108138]"
S09329,L0222,E003,"[0.9103947223347298, 0.9738273050024696]"
S09332,L0222,E003,"[0.8794197636427907, 0.9446080740412203]"
S09338,L0242,E003,"[0.7420631666191716, 0.5784022661895434]"
S09339,L0200,E003,"[0.9736863715808403, 0.795484716274029]"
S09341,L0219,E003,"[0.6055329115639847, 0.9754416472671572]"
S09341,L0225,E003,"[0.9037120225111687, 0.9898993560051247]"
S09342,L0239,E003,"[0.5482668239325736, 0.17879051149149536]"
S09343,L0243,E003,"[0.8487309019472803, 0.8217937970717085]"
S09345,L0227,E003,"[0.028704539158344516, 0.7255327538303362]"
S09346,L0216,E003,"[0.9027212387595116, 0.8930096216416269]"
S09362,L0243,E003,"[0.9763392316979347, 0.9479788477475087]"
S09363,L0242,E003,"[0.6497894559901467, 0.8523177487935569]"
S09365,L0239,E003,"[0.4781875639236027, 0.7200108822314853]"
S09366,L0229,E003,"[0.7848015088269057, 0.8691103091905814]"
S09380,L0219,E003,"[0.8536628655409975, 0.9368490407009188]"
S09380,L0225,E003,"[0.994996308153481, 0.940092823058689]"
S09382,L0201,E003,"[0.4451378133994336, 0.3427674102868952]"
S09396,L0224,E003,"[0.5874418066045548, 0.8957368186196938]"
S09397,L0215,E003,"[0.9026397694904607, 0.8834313332691401]"
S09398,L0219,E003,"[0.7046001277876419, 0.827963067349357]"
S09398,L0225,E003,"[0.9916813505603244, 0.8490406101156309]"
S09402,L0227,E003,"[0.6439769846460326, 0.9936799748855545]"
S09406,L0231,E003,"[0.7760443383067436, 0.7916104464263888]"
S09436,L0229,E003,"[0.8226918083168798, 0.8552606166296733]"
S09436,L0242,E003,"[0.6349633771667101, 0.6446329800193293]"
S09438,L0201,E003,"[0.09487481399528103, 0.35509717410806385]"
S09446,L0225,E003,"[0.9984773273639492, 0.9998423721880428]"
S09446,L0231,E003,"[0.9954328141393459, 0.9999306202012359]"
S09448,L0243,E003,"[0.9947376869130967, 0.9889877227651923]"
S09450,L0224,E003,"[0.7960205329005797, 0.9880805553065958]"
S09451,L0224,E003,"[0.8734571669237888, 0.9818037738384422]"
S09452,L0227,E003,"[0.6558964081951548, 0.9882729541695244]"
S09455,L0231,E003,"[0.9717234752961986, 0.9997862562154134]"
S09459,L0216,E003,"[0.6018022697555983, 0.6212594272315283]"
S09460,L0229,E003,"[0.7547958761341109, 0.9403297636104939]"
S09460,L0242,E003,"[0.5294370424447731, 0.6144760497441861]"
S09463,L0212,E003,"[0.5188428832359889, 0.8695875271271424]"
S09463,L0221,E003,"[0.8520913021905637, 0.9807217306351813]"
S09470,L0219,E003,"[0.6363106938065284, 0.883537932914367]"
S09470,L0225,E003,"[0.9274055655100049, 0.8847024309004655]"
S09476,L0206,E003,"[0.9958268866562484, 0.8053156783872989]"
S09476,L0212,E003,"[0.9824807484818056, 0.9802737297500006]"
S09480,L0222,E003,"[0.8927036306622497, 0.7950656522750336]"
S09488,L0201,E003,"[0.05489392133972235, 0.010197359252655785]"
S09500,L0206,E003,"[0.2373826897232278, 0.17491384320200662]"
S09502,L0236,E003,"[0.8380622606700092, 0.8757920424466243]"
S09509,L0224,E003,"[0.8953981607939087, 0.9061750453669114]"
S09510,L0225,E003,"[0.994794271586941, 0.9820692577303957]"
S09510,L0231,E003,"[0.8879385316630033, 0.9689625510800478]"
S09519,L0216,E003,"[0.6369947412595409, 0.929891603043076]"
S09525,L0200,E003,"[0.8688597412928468, 0.9834501185578828]"
S09529,L0206,E003,"[0.7798624494473646, 0.7140911137924231]"
S09532,L0225,E003,"[0.9371715818960729, 0.8929188525351278]"
S09532,L0231,E003,"[0.9057789490122578, 0.9200484627800529]"
S09533,L0227,E003,"[0.6909109146063862, 0.9849985381560268]"
S09540,L0216,E003,"[0.5691555415818362, 0.6449871611821175]"
S09542,L0218,E003,"[0.7334734268793256, 0.8572502889907372]"
S09542,L0221,E003,"[0.5995152862044062, 0.6407743549342646]"
S09543,L0217,E003,"[0.8277620554710683, 0.10068335895064764]"
S09546,L0243,E003,"[0.9052520287907676, 0.8593872850836957]"
S09554,L0219,E003,"[0.5778020982101476, 0.9147250318594973]"
S09564,L0200,E003,"[0.9959233197701158, 0.9180706313491168]"
S09564,L0240,E003,"[0.9961477102156621, 0.9340239194438826]"
S09569,L0242,E003,"[0.972978494917125, 0.916361032437393]"
S09571,L0215,E003,"[0.930534537871489, 0.8634931439536324]"
S09573,L0217,E003,"[0.7921605497482437, 0.3601632002001768]"
S09577,L0219,E003,"[0.802177521990757, 0.97818534261227]"
S09581,L0225,E003,"[0.8458782191496312, 0.9835077979387689]"
S09581,L0231,E003,"[0.7206228070355689, 0.9838609005533594]"
S09586,L0219,E003,"[0.8052941349774038, 0.8863030386860243]"
S09589,L0206,E003,"[0.9850955270745655, 0.7698093924128029]"
S09593,L0229,E003,"[0.8595456828567528, 0.8775201683523843]"
S09593,L0242,E003,"[0.4336380758441597, 0.7128798093115111]"
S09596,L0200,E003,"[0.8983145619727407, 0.9658571258293824]"
S09596,L0240,E003,"[0.9229191566117729, 0.9824187327180893]"
S09606,L0200,E003,"[0.7639966889969121, 0.26883920837131603]"
S09606,L0240,E003,"[0.6529909148599506, 0.3460926108471871]"
S09615,L0242,E003,"[0.3531443413901151, 0.61006409352575]"
S09616,L0243,E003,"[0.7969066105128191, 0.9644813297844448]"
S09620,L0236,E003,"[0.8087120115846385, 0.7115063674566465]"
S09621,L0243,E003,"[0.9517088931400859, 0.969340730166203]"
S09625,L0236,E003,"[0.8003299030598585, 0.8771846385308811]"
S09626,L0239,E003,"[0.927510925190543, 0.9860743654855708]"
S09627,L0216,E003,"[0.5773047214953363, 0.48480667793553117]"
S09628,L0215,E003,"[0.9767031555756999, 0.9593039684958994]"
S09637,L0236,E003,"[0.567416017218771, 0.6577610633599594]"
S09641,L0217,E003,"[0.9972339471147477, 0.1715272325753411]"
S09646,L0227,E003,"[0.5847493614298941, 0.9711167174213011]"
S09649,L0227,E003,"[0.7733123497466702, 0.9962553260663348]"
S09655,L0216,E003,"[0.33271803730901994, 0.6323265598636972]"
S09666,L0224,E003,"[0.5283416844878658, 0.7511232803391645]"
S09676,L0217,E003,"[0.9983686388532044, 0.755737036229543]"
S09677,L0209,E003,"[0.7219013542835695, 0.8290089381298344]"
S09678,L0222,E003,"[0.7512835713564909, 0.6781433241278817]"
S09681,L0217,E003,"[0.9568347535715801, 0.7934117825096374]"
S09684,L0242,E003,"[0.1179760032871674, 0.4916964618591541]"
