tensor([[0.0164]], grad_fn=<AddmmBackward0>) tensor([[1.]])
630it [02:26,  4.06it/s][A
631it [02:26,  4.23it/s][A
632it [02:26,  4.71it/s][A
633it [02:26,  4.61it/s][A
634it [02:26,  4.65it/s][A
635it [02:27,  4.42it/s][A
636it [02:27,  4.04it/s][A
637it [02:27,  4.15it/s][A
638it [02:27,  4.07it/s][A
639it [02:28,  4.01it/s][A
640it [02:28,  4.14it/s][A
641it [02:28,  4.14it/s][A
642it [02:28,  4.05it/s][A
643it [02:29,  4.13it/s][A
644it [02:29,  4.47it/s][A
645it [02:29,  4.28it/s][A
646it [02:29,  4.46it/s][A
647it [02:30,  4.34it/s][A
648it [02:30,  4.74it/s][A
649it [02:30,  4.77it/s][A
650it [02:30,  4.45it/s][A
651it [02:30,  4.30it/s][A
652it [02:31,  4.26it/s][A
653it [02:31,  4.29it/s][A
654it [02:31,  4.33it/s][A
655it [02:31,  4.16it/s][A
656it [02:32,  4.16it/s][A
tensor([[0.6620]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.6639]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6632]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6615]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6614]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6627]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6617]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6632]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6636]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6646]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6628]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6628]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
tensor([[0.6620]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6621]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6617]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
tensor([[0.6638]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6646]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.6636]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6615]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6630]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6651]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.6628]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6642]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.6617]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6619]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6634]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6621]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6616]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6643]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6642]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
tensor([[0.6623]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6649]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6650]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6644]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6662]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6680]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6668]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6684]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.6665]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
tensor([[0.6649]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6660]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6686]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6645]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6701]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
tensor([[0.6637]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6641]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6633]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6637]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6678]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
tensor([[0.6636]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6674]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6624]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6658]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6646]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6643]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6680]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.6662]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
tensor([[0.6633]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.6671]], grad_fn=<AddmmBackward0>) tensor([[0.6000]])
tensor([[0.6675]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6645]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
tensor([[0.6654]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.6641]], grad_fn=<AddmmBackward0>) tensor([[0.6000]])
tensor([[0.6660]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
tensor([[0.6663]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
tensor([[0.6669]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.6647]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6629]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6627]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6631]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.6638]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
tensor([[0.6644]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6677]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
tensor([[0.6632]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6644]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6642]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
tensor([[0.6655]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
tensor([[0.6663]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6638]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6630]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6668]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6669]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6639]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6629]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6669]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
tensor([[0.6642]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6642]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6626]], grad_fn=<AddmmBackward0>) tensor([[0.7000]])
tensor([[0.6640]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
tensor([[0.6638]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.6648]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.6668]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
tensor([[0.6667]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6676]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.6637]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6664]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
tensor([[0.6643]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
tensor([[0.6670]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.6684]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6669]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6671]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6673]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6637]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6670]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6679]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6623]], grad_fn=<AddmmBackward0>) tensor([[0.6250]])
tensor([[0.6634]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6678]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6629]], grad_fn=<AddmmBackward0>) tensor([[0.6250]])
tensor([[0.6626]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6644]], grad_fn=<AddmmBackward0>) tensor([[0.3750]])
tensor([[0.6683]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.6640]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6677]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.6663]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6671]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6651]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6664]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6639]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
tensor([[0.6676]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6672]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.6673]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6663]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6644]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
tensor([[0.6649]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6634]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6640]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6658]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6640]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6616]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
tensor([[0.6621]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6628]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6633]], grad_fn=<AddmmBackward0>) tensor([[1.]])
657it [02:32,  4.33it/s][A
658it [02:32,  4.45it/s][A
659it [02:32,  4.47it/s][A
660it [02:32,  4.50it/s][A
661it [02:33,  4.60it/s][A
662it [02:33,  4.96it/s][A
663it [02:33,  5.18it/s][A
664it [02:33,  4.86it/s][A
665it [02:33,  4.62it/s][A
666it [02:34,  4.57it/s][A
667it [02:34,  4.47it/s][A
668it [02:34,  4.42it/s][A
669it [02:34,  4.46it/s][A
670it [02:35,  4.44it/s][A
671it [02:35,  4.23it/s][A
672it [02:35,  4.04it/s][A
673it [02:35,  4.01it/s][A
674it [02:36,  4.04it/s][A
675it [02:36,  4.03it/s][A
676it [02:36,  3.95it/s][A
677it [02:36,  4.37it/s][A
678it [02:37,  4.43it/s][A
679it [02:37,  4.49it/s][A
680it [02:37,  4.50it/s][A
681it [02:37,  4.56it/s][A
682it [02:37,  4.65it/s][A
683it [02:38,  4.53it/s][A
684it [02:38,  4.81it/s][A
685it [02:38,  4.99it/s][A
686it [02:38,  5.22it/s][A
687it [02:38,  4.70it/s][A
688it [02:39,  4.45it/s][A
689it [02:39,  4.52it/s][A
690it [02:39,  4.77it/s][A
691it [02:39,  4.68it/s][A
692it [02:40,  4.60it/s][A
693it [02:40,  4.53it/s][A
694it [02:40,  4.86it/s][A
695it [02:40,  5.25it/s][A
696it [02:40,  5.57it/s][A
697it [02:40,  5.36it/s][A
698it [02:41,  5.18it/s][A
699it [02:41,  4.81it/s][A
700it [02:41,  4.61it/s][A
701it [02:41,  4.97it/s][A
702it [02:41,  5.14it/s][A
703it [02:42,  5.22it/s][A
704it [02:42,  5.06it/s][A
705it [02:42,  4.95it/s][A
706it [02:42,  4.75it/s][A
707it [02:43,  4.38it/s][A
708it [02:43,  4.50it/s][A
709it [02:43,  4.22it/s][A
710it [02:43,  4.47it/s][A
711it [02:44,  4.18it/s][A
712it [02:44,  4.64it/s][A
713it [02:44,  4.68it/s][A
714it [02:44,  4.67it/s][A
715it [02:44,  4.64it/s][A
716it [02:45,  4.35it/s][A
717it [02:45,  4.76it/s][A
718it [02:45,  4.80it/s][A
719it [02:45,  4.79it/s][A
720it [02:45,  4.72it/s][A
721it [02:46,  4.70it/s][A
722it [02:46,  4.64it/s][A
723it [02:46,  4.47it/s][A
724it [02:46,  4.47it/s][A
725it [02:47,  4.38it/s][A
726it [02:47,  4.71it/s][A
727it [02:47,  4.72it/s][A
728it [02:47,  4.90it/s][A
729it [02:47,  4.93it/s][A
730it [02:48,  4.91it/s][A
731it [02:48,  4.88it/s][A
732it [02:48,  4.92it/s][A
733it [02:48,  4.86it/s][A
734it [02:48,  5.13it/s][A
735it [02:49,  5.01it/s][A
736it [02:49,  4.72it/s][A
737it [02:49,  4.53it/s][A
738it [02:49,  4.54it/s][A
739it [02:49,  4.54it/s][A
740it [02:50,  4.33it/s][A
741it [02:50,  4.12it/s][A
742it [02:50,  3.99it/s][A
743it [02:50,  4.14it/s][A
744it [02:51,  4.01it/s][A
745it [02:51,  3.98it/s][A
746it [02:51,  4.22it/s][A
747it [02:51,  4.66it/s][A
748it [02:52,  4.86it/s][A
749it [02:52,  4.83it/s][A
750it [02:52,  4.52it/s][A
751it [02:52,  4.48it/s][A
752it [02:52,  4.20it/s][A
753it [02:53,  4.28it/s][A
754it [02:53,  4.29it/s][A
755it [02:53,  4.86it/s][A
756it [02:53,  4.92it/s][A
757it [02:53,  5.09it/s][A
758it [02:54,  5.07it/s][A
759it [02:54,  5.17it/s][A
760it [02:54,  5.60it/s][A
761it [02:54,  4.90it/s][A
762it [02:54,  5.23it/s][A
763it [02:55,  4.69it/s][A
764it [02:55,  4.44it/s][A
765it [02:55,  4.89it/s][A
766it [02:55,  4.99it/s][A
767it [02:56,  4.78it/s][A
768it [02:56,  4.51it/s][A
769it [02:56,  4.48it/s][A
770it [02:56,  4.70it/s][A
771it [02:56,  4.32it/s][A
772it [02:57,  4.24it/s][A
773it [02:57,  4.55it/s][A
774it [02:57,  4.44it/s][A
775it [02:57,  4.50it/s][A
776it [02:58,  4.23it/s][A
777it [02:58,  4.23it/s][A
778it [02:58,  4.20it/s][A
779it [02:58,  4.06it/s][A
780it [02:59,  4.23it/s][A
781it [02:59,  4.54it/s][A
782it [02:59,  4.52it/s][A
783it [02:59,  4.15it/s][A
784it [02:59,  4.65it/s][A
785it [03:00,  4.94it/s][A
786it [03:00,  4.76it/s][A
787it [03:00,  4.95it/s][A
tensor([[0.6624]], grad_fn=<AddmmBackward0>) tensor([[0.4000]])
tensor([[0.6619]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6610]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
tensor([[0.6611]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6615]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
tensor([[0.6618]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6616]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
tensor([[0.6625]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.6623]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6622]], grad_fn=<AddmmBackward0>) tensor([[0.]])
tensor([[0.6624]], grad_fn=<AddmmBackward0>) tensor([[0.]])
tensor([[0.6626]], grad_fn=<AddmmBackward0>) tensor([[0.3333]])
tensor([[0.6618]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6613]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.6622]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
tensor([[0.6624]], grad_fn=<AddmmBackward0>) tensor([[0.4444]])
tensor([[0.6618]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6622]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6627]], grad_fn=<AddmmBackward0>) tensor([[0.2000]])
tensor([[0.6620]], grad_fn=<AddmmBackward0>) tensor([[0.1000]])
tensor([[0.6618]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
tensor([[0.6614]], grad_fn=<AddmmBackward0>) tensor([[0.]])
tensor([[0.6625]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6620]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6617]], grad_fn=<AddmmBackward0>) tensor([[0.6250]])
tensor([[0.6631]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6620]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
tensor([[0.6621]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.6624]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6618]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6619]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6621]], grad_fn=<AddmmBackward0>) tensor([[0.]])
tensor([[0.6620]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6626]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.6620]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
tensor([[0.6626]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
tensor([[0.6621]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6616]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6619]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6611]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.6624]], grad_fn=<AddmmBackward0>) tensor([[0.2000]])
tensor([[0.6620]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.6621]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.6619]], grad_fn=<AddmmBackward0>) tensor([[0.2222]])
tensor([[0.6635]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6618]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6625]], grad_fn=<AddmmBackward0>) tensor([[0.3000]])
tensor([[0.6626]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
tensor([[0.6630]], grad_fn=<AddmmBackward0>) tensor([[0.6000]])
tensor([[0.6623]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.6612]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
tensor([[0.6621]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6613]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
tensor([[0.6626]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6618]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6618]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.6626]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.6622]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6617]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
tensor([[0.6621]], grad_fn=<AddmmBackward0>) tensor([[0.5556]])
tensor([[0.6619]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6617]], grad_fn=<AddmmBackward0>) tensor([[0.]])
tensor([[0.6623]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6626]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.6619]], grad_fn=<AddmmBackward0>) tensor([[0.3333]])
tensor([[0.6621]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6618]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6620]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
tensor([[0.6622]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6625]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6618]], grad_fn=<AddmmBackward0>) tensor([[0.2500]])
tensor([[0.6622]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
tensor([[0.6612]], grad_fn=<AddmmBackward0>) tensor([[0.7000]])
tensor([[0.6619]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6627]], grad_fn=<AddmmBackward0>) tensor([[0.7000]])
tensor([[0.6626]], grad_fn=<AddmmBackward0>) tensor([[0.5556]])
tensor([[0.6622]], grad_fn=<AddmmBackward0>) tensor([[0.3750]])
tensor([[0.6617]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6616]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
tensor([[0.6625]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6622]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6628]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
tensor([[0.6614]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
tensor([[0.6622]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
tensor([[0.6625]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6615]], grad_fn=<AddmmBackward0>) tensor([[0.1250]])
tensor([[0.6624]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6628]], grad_fn=<AddmmBackward0>) tensor([[0.6250]])
tensor([[0.6620]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6627]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6615]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6619]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6624]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6634]], grad_fn=<AddmmBackward0>) tensor([[0.7000]])
tensor([[0.6625]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
tensor([[0.6619]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
tensor([[0.6630]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6622]], grad_fn=<AddmmBackward0>) tensor([[0.]])
tensor([[0.6616]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6624]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6620]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
tensor([[0.6613]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.6617]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
tensor([[0.6654]], grad_fn=<AddmmBackward0>) tensor([[0.4000]])
tensor([[0.6648]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6653]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
tensor([[0.6645]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6632]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6662]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
tensor([[0.6631]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6673]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
tensor([[0.6670]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
tensor([[0.6665]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.6666]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6676]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6661]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6672]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6669]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
tensor([[0.6657]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6650]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6663]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6613]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6663]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6660]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6637]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6641]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6629]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6645]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6643]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6640]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6626]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
788it [03:00,  4.79it/s][A
789it [03:00,  4.95it/s][A
790it [03:01,  4.88it/s][A
791it [03:01,  5.03it/s][A
792it [03:01,  4.65it/s][A
793it [03:01,  4.30it/s][A
794it [03:02,  4.41it/s][A
795it [03:02,  4.40it/s][A
796it [03:02,  4.48it/s][A
797it [03:02,  4.74it/s][A
798it [03:02,  4.65it/s][A
799it [03:03,  4.59it/s][A
800it [03:03,  4.38it/s][A
801it [03:03,  4.15it/s][A
802it [03:03,  4.14it/s][A
803it [03:04,  4.09it/s][A
804it [03:04,  4.10it/s][A
805it [03:04,  3.92it/s][A
806it [03:04,  3.95it/s][A
807it [03:05,  4.36it/s][A
808it [03:05,  4.39it/s][A
809it [03:05,  4.39it/s][A
810it [03:05,  4.38it/s][A
811it [03:05,  4.52it/s][A
812it [03:06,  4.93it/s][A
813it [03:06,  4.77it/s][A
814it [03:06,  4.77it/s][A
815it [03:06,  4.90it/s][A
816it [03:07,  4.61it/s][A
817it [03:07,  4.74it/s][A
818it [03:07,  4.48it/s][A
819it [03:07,  4.53it/s][A
820it [03:07,  4.36it/s][A
821it [03:08,  4.18it/s][A
822it [03:08,  4.24it/s][A
823it [03:08,  4.14it/s][A
824it [03:08,  4.25it/s][A
825it [03:09,  4.15it/s][A
826it [03:09,  4.21it/s][A
827it [03:09,  4.54it/s][A
828it [03:09,  4.39it/s][A
829it [03:09,  4.90it/s][A
830it [03:10,  4.85it/s][A
831it [03:10,  5.00it/s][A
832it [03:10,  4.79it/s][A
833it [03:10,  4.74it/s][A
834it [03:11,  4.39it/s][A
835it [03:11,  4.14it/s][A
836it [03:11,  4.51it/s][A
